date,first_name,last_name,position,team,team_key,timestamp,type
2017-01-07,Seth,Curry,"PG,SG",Harry B's Hairy Bees,364.l.8091.t.13,"Sat, 07 Jan 2017 18:31:49",drop
2017-01-06,Caris,LeVert,"SG,SF",Valar Moredunkis,364.l.8091.t.12,"Fri, 06 Jan 2017 23:49:14",add
2017-01-06,Brandon,Ingram,"SG,SF",Valar Moredunkis,364.l.8091.t.12,"Fri, 06 Jan 2017 23:49:14",drop
2017-01-06,Michael,Carter-Williams,PG,Icin On The Beefcake,364.l.8091.t.11,"Fri, 06 Jan 2017 22:08:30",add
2017-01-06,Bismack,Biyombo,"PF,C",Icin On The Beefcake,364.l.8091.t.11,"Fri, 06 Jan 2017 22:08:30",drop
2017-01-06,Tony,Parker,PG,D-League All-Stars,364.l.8091.t.5,"Fri, 06 Jan 2017 19:36:07",add
2017-01-06,Sergio,Rodriguez,PG,D-League All-Stars,364.l.8091.t.5,"Fri, 06 Jan 2017 19:36:07",drop
2017-01-06,Buddy,Hield,SG,Stream Team,364.l.8091.t.9,"Fri, 06 Jan 2017 10:05:30",add
2017-01-06,Jusuf,Nurkic,C,Stream Team,364.l.8091.t.9,"Fri, 06 Jan 2017 10:05:30",drop
2017-01-04,Joakim,Noah,"PF,C",Jimmy & Jimmy Co.,364.l.8091.t.6,"Wed, 04 Jan 2017 22:33:54",add
2017-01-04,Justise,Winslow,"SF,PF",Jimmy & Jimmy Co.,364.l.8091.t.6,"Wed, 04 Jan 2017 22:33:54",drop
2017-01-04,Alex,Len,"PF,C",Jimmy & Jimmy Co.,364.l.8091.t.6,"Wed, 04 Jan 2017 12:49:28",add
2017-01-04,Kenneth,Faried,"PF,C",Jimmy & Jimmy Co.,364.l.8091.t.6,"Wed, 04 Jan 2017 12:49:28",drop
2017-01-04,Rondae,Hollis-Jefferson,"SG,SF",Icin On The Beefcake,364.l.8091.t.11,"Wed, 04 Jan 2017 11:34:42",add
2017-01-04,Terrence,Jones,"SF,PF",Icin On The Beefcake,364.l.8091.t.11,"Wed, 04 Jan 2017 11:34:42",drop
2017-01-03,Jusuf,Nurkic,C,Stream Team,364.l.8091.t.9,"Tue, 03 Jan 2017 22:50:02",add
2017-01-03,Emmanuel,Mudiay,PG,Stream Team,364.l.8091.t.9,"Tue, 03 Jan 2017 22:50:02",drop
2017-01-02,Seth,Curry,"PG,SG",Harry B's Hairy Bees,364.l.8091.t.13,"Mon, 02 Jan 2017 22:51:57",add
2017-01-02,Cody,Zeller,"PF,C",Harry B's Hairy Bees,364.l.8091.t.13,"Mon, 02 Jan 2017 22:51:57",drop
2017-01-02,Luol,Deng,"SF,PF",Cool Cats,364.l.8091.t.4,"Mon, 02 Jan 2017 13:38:37",drop
2017-01-01,P.J.,Tucker,"SG,SF",D-League All-Stars,364.l.8091.t.5,"Sun, 01 Jan 2017 21:25:31",add
2017-01-01,Michael,Kidd-Gilchrist,SF,D-League All-Stars,364.l.8091.t.5,"Sun, 01 Jan 2017 21:25:31",drop
2017-01-01,Zach,Randolph,"PF,C",Harry B's Hairy Bees,364.l.8091.t.13,"Sun, 01 Jan 2017 03:22:18",add
2017-01-01,Jamal,Crawford,"SG,SF",Harry B's Hairy Bees,364.l.8091.t.13,"Sun, 01 Jan 2017 03:22:18",drop
2016-12-31,Alex,Len,"PF,C",Jimmy & Jimmy Co.,364.l.8091.t.6,"Sat, 31 Dec 2016 23:39:46",drop
2016-12-31,Bojan,Bogdanovic,"SG,SF",D-League All-Stars,364.l.8091.t.5,"Sat, 31 Dec 2016 19:48:58",add
2016-12-31,Andre,Roberson,"SG,SF",D-League All-Stars,364.l.8091.t.5,"Sat, 31 Dec 2016 19:48:58",drop
2016-12-31,Monta,Ellis,"PG,SG",D-League All-Stars,364.l.8091.t.5,"Sat, 31 Dec 2016 19:37:51",add
2016-12-31,Ty,Lawson,PG,D-League All-Stars,364.l.8091.t.5,"Sat, 31 Dec 2016 19:37:51",drop
2016-12-30,DeMarre,Carroll,"SF,PF",Trinh,364.l.8091.t.10,"Fri, 30 Dec 2016 03:22:45",add
2016-12-30,Seth,Curry,"PG,SG",One for the Mainland,364.l.8091.t.7,"Fri, 30 Dec 2016 02:46:13",drop
2016-12-29,Clint,Capela,"PF,C",Trinh,364.l.8091.t.10,"Thu, 29 Dec 2016 20:35:40",add
2016-12-29,Zach,Randolph,"PF,C",Trinh,364.l.8091.t.10,"Thu, 29 Dec 2016 20:35:40",drop
2016-12-29,Terrence,Ross,"SG,SF",Jimmy & Jimmy Co.,364.l.8091.t.6,"Thu, 29 Dec 2016 13:45:30",add
2016-12-29,Lucas,Nogueira,"PF,C",Jimmy & Jimmy Co.,364.l.8091.t.6,"Thu, 29 Dec 2016 13:45:30",drop
2016-12-28,Josh,Richardson,"SG,SF",Stream Team,364.l.8091.t.9,"Wed, 28 Dec 2016 03:43:48",add
2016-12-28,Rondae,Hollis-Jefferson,"SG,SF",Stream Team,364.l.8091.t.9,"Wed, 28 Dec 2016 03:43:48",drop
2016-12-27,JaMychal,Green,PF,Stream Team,364.l.8091.t.9,"Tue, 27 Dec 2016 21:12:49",add
2016-12-27,DeMarre,Carroll,"SF,PF",Stream Team,364.l.8091.t.9,"Tue, 27 Dec 2016 21:12:49",drop
2016-12-27,Marreese,Speights,"PF,C",Icin On The Beefcake,364.l.8091.t.11,"Tue, 27 Dec 2016 20:22:37",add
2016-12-27,Marco,Belinelli,"SG,SF",Icin On The Beefcake,364.l.8091.t.11,"Tue, 27 Dec 2016 20:22:37",drop
2016-12-27,Seth,Curry,"PG,SG",One for the Mainland,364.l.8091.t.7,"Tue, 27 Dec 2016 19:11:33",add
2016-12-27,Garrett,Temple,"PG,SG",One for the Mainland,364.l.8091.t.7,"Tue, 27 Dec 2016 19:11:33",drop
2016-12-26,Michael,Kidd-Gilchrist,SF,D-League All-Stars,364.l.8091.t.5,"Mon, 26 Dec 2016 22:17:59",add
2016-12-26,Tim,Frazier,"PG,SG",D-League All-Stars,364.l.8091.t.5,"Mon, 26 Dec 2016 22:17:59",drop
2016-12-26,Sean,Kilpatrick,"PG,SG",Stream Team,364.l.8091.t.9,"Mon, 26 Dec 2016 22:06:31",add
2016-12-26,P.J.,Tucker,"SG,SF",Stream Team,364.l.8091.t.9,"Mon, 26 Dec 2016 22:06:31",drop
2016-12-26,Ty,Lawson,PG,D-League All-Stars,364.l.8091.t.5,"Mon, 26 Dec 2016 06:02:36",add
2016-12-26,Brandon,Jennings,PG,D-League All-Stars,364.l.8091.t.5,"Mon, 26 Dec 2016 06:02:36",drop
2016-12-26,James,Johnson,"SF,PF",Icin On The Beefcake,364.l.8091.t.11,"Mon, 26 Dec 2016 01:29:34",add
2016-12-26,Terrence,Ross,"SG,SF",Icin On The Beefcake,364.l.8091.t.11,"Mon, 26 Dec 2016 01:29:34",drop
2016-12-26,P.J.,Tucker,"SG,SF",Stream Team,364.l.8091.t.9,"Mon, 26 Dec 2016 00:18:52",add
2016-12-26,Kyle,O'Quinn,"PF,C",Stream Team,364.l.8091.t.9,"Mon, 26 Dec 2016 00:18:52",drop
2016-12-25,Lucas,Nogueira,"PF,C",Jimmy & Jimmy Co.,364.l.8091.t.6,"Sun, 25 Dec 2016 17:38:17",add
2016-12-25,Willy,Hernangomez,C,Jimmy & Jimmy Co.,364.l.8091.t.6,"Sun, 25 Dec 2016 17:38:17",drop
2016-12-25,Jamal,Crawford,"SG,SF",Harry B's Hairy Bees,364.l.8091.t.13,"Sun, 25 Dec 2016 02:35:58",add
2016-12-25,Seth,Curry,"PG,SG",Harry B's Hairy Bees,364.l.8091.t.13,"Sun, 25 Dec 2016 02:35:58",drop
2016-12-25,John,Henson,"PF,C",Adam Silver,364.l.8091.t.1,"Sun, 25 Dec 2016 02:19:33",drop
2016-12-24,Kyle,O'Quinn,"PF,C",Stream Team,364.l.8091.t.9,"Sat, 24 Dec 2016 00:49:25",add
2016-12-24,JaMychal,Green,PF,Stream Team,364.l.8091.t.9,"Sat, 24 Dec 2016 00:49:25",drop
2016-12-23,Sergio,Rodriguez,PG,D-League All-Stars,364.l.8091.t.5,"Fri, 23 Dec 2016 23:44:45",add
2016-12-23,Bojan,Bogdanovic,"SG,SF",D-League All-Stars,364.l.8091.t.5,"Fri, 23 Dec 2016 23:44:45",drop
2016-12-23,Brandon,Jennings,PG,D-League All-Stars,364.l.8091.t.5,"Fri, 23 Dec 2016 22:31:12",add
2016-12-23,Marquese,Chriss,PF,D-League All-Stars,364.l.8091.t.5,"Fri, 23 Dec 2016 22:31:12",drop
2016-12-23,Nikola,Mirotic,"SF,PF",Valar Moredunkis,364.l.8091.t.12,"Fri, 23 Dec 2016 15:29:16",add
2016-12-23,Khris,Middleton,"SG,SF",Valar Moredunkis,364.l.8091.t.12,"Fri, 23 Dec 2016 15:25:37",add
2016-12-23,Sean,Kilpatrick,"PG,SG",Valar Moredunkis,364.l.8091.t.12,"Fri, 23 Dec 2016 15:25:37",drop
2016-12-22,Bismack,Biyombo,"PF,C",Icin On The Beefcake,364.l.8091.t.11,"Thu, 22 Dec 2016 14:12:03",add
2016-12-22,Dorian,Finney-Smith,"SF,PF",Icin On The Beefcake,364.l.8091.t.11,"Thu, 22 Dec 2016 14:12:03",drop
2016-12-21,Rondae,Hollis-Jefferson,"SG,SF",Stream Team,364.l.8091.t.9,"Wed, 21 Dec 2016 23:36:40",add
2016-12-21,Marreese,Speights,"PF,C",Stream Team,364.l.8091.t.9,"Wed, 21 Dec 2016 23:36:40",drop
2016-12-21,Wayne,Ellington,"SG,SF",So Kawhi 。◕ ‿ ◕。,364.l.8091.t.8,"Wed, 21 Dec 2016 20:39:15",drop
2016-12-20,Seth,Curry,"PG,SG",Harry B's Hairy Bees,364.l.8091.t.13,"Tue, 20 Dec 2016 23:27:05",add
2016-12-20,Evan,Turner,"SG,SF",Harry B's Hairy Bees,364.l.8091.t.13,"Tue, 20 Dec 2016 23:27:05",drop
2016-12-20,Willy,Hernangomez,C,Jimmy & Jimmy Co.,364.l.8091.t.6,"Tue, 20 Dec 2016 02:54:31",add
2016-12-20,Clint,Capela,"PF,C",Jimmy & Jimmy Co.,364.l.8091.t.6,"Tue, 20 Dec 2016 02:54:31",drop
2016-12-19,Montrezl,Harrell,"PF,C",Trinh,364.l.8091.t.10,"Mon, 19 Dec 2016 22:43:24",add
2016-12-19,Jahlil,Okafor,C,Trinh,364.l.8091.t.10,"Mon, 19 Dec 2016 22:43:24",drop
2016-12-19,Marreese,Speights,"PF,C",Stream Team,364.l.8091.t.9,"Mon, 19 Dec 2016 22:34:56",add
2016-12-19,Kelly,Oubre Jr.,SF,Stream Team,364.l.8091.t.9,"Mon, 19 Dec 2016 22:34:56",drop
2016-12-19,Emmanuel,Mudiay,PG,Stream Team,364.l.8091.t.9,"Mon, 19 Dec 2016 22:34:04",add
2016-12-19,Josh,Richardson,"SG,SF",Stream Team,364.l.8091.t.9,"Mon, 19 Dec 2016 22:34:04",drop
2016-12-19,James,Johnson,"SF,PF",Forgot About Dray,364.l.8091.t.3,"Mon, 19 Dec 2016 21:06:20",drop
2016-12-19,Marco,Belinelli,"SG,SF",Icin On The Beefcake,364.l.8091.t.11,"Mon, 19 Dec 2016 17:01:30",add
2016-12-19,Patrick,Patterson,"PF,C",Icin On The Beefcake,364.l.8091.t.11,"Mon, 19 Dec 2016 17:01:30",drop
2016-12-19,Marcus,Smart,PG,One for the Mainland,364.l.8091.t.7,"Mon, 19 Dec 2016 03:41:14",add
2016-12-19,Kyle,O'Quinn,"PF,C",One for the Mainland,364.l.8091.t.7,"Mon, 19 Dec 2016 03:41:14",drop
2016-12-18,Sergio,Rodriguez,PG,D-League All-Stars,364.l.8091.t.5,"Sun, 18 Dec 2016 22:16:17",drop
2016-12-18,Luol,Deng,"SF,PF",Cool Cats,364.l.8091.t.4,"Sun, 18 Dec 2016 21:35:43",add
2016-12-18,Frank,Kaminsky,"PF,C",Cool Cats,364.l.8091.t.4,"Sun, 18 Dec 2016 21:35:43",drop
2016-12-18,Jusuf,Nurkic,C,Valar Moredunkis,364.l.8091.t.12,"Sun, 18 Dec 2016 05:08:22",drop
2016-12-17,Garrett,Temple,"PG,SG",One for the Mainland,364.l.8091.t.7,"Sat, 17 Dec 2016 16:40:11",add
2016-12-17,Jeff,Green,"SG,SF",One for the Mainland,364.l.8091.t.7,"Sat, 17 Dec 2016 16:40:11",drop
2016-12-17,Kelly,Oubre Jr.,SF,Stream Team,364.l.8091.t.9,"Sat, 17 Dec 2016 00:32:19",add
2016-12-17,Marcus,Smart,PG,Stream Team,364.l.8091.t.9,"Sat, 17 Dec 2016 00:32:19",drop
2016-12-16,Marquese,Chriss,PF,D-League All-Stars,364.l.8091.t.5,"Fri, 16 Dec 2016 13:40:48",add
2016-12-16,Brandon,Jennings,PG,D-League All-Stars,364.l.8091.t.5,"Fri, 16 Dec 2016 13:40:48",drop
2016-12-16,Langston,Galloway,"PG,SG",Stream Team,364.l.8091.t.9,"Fri, 16 Dec 2016 09:44:06",drop
2016-12-16,Cody,Zeller,"PF,C",Harry B's Hairy Bees,364.l.8091.t.13,"Fri, 16 Dec 2016 02:11:24",add
2016-12-16,Dario,Saric,"SF,PF",Harry B's Hairy Bees,364.l.8091.t.13,"Fri, 16 Dec 2016 02:11:24",drop
2016-12-15,Brandon,Jennings,PG,D-League All-Stars,364.l.8091.t.5,"Thu, 15 Dec 2016 13:27:52",add
2016-12-14,Langston,Galloway,"PG,SG",Stream Team,364.l.8091.t.9,"Wed, 14 Dec 2016 20:46:44",add
2016-12-14,J.R.,Smith,"SG,SF",Stream Team,364.l.8091.t.9,"Wed, 14 Dec 2016 20:46:44",drop
2016-12-14,Channing,Frye,"PF,C",Trinh,364.l.8091.t.10,"Wed, 14 Dec 2016 14:41:22",drop
2016-12-14,J.R.,Smith,"SG,SF",Stream Team,364.l.8091.t.9,"Wed, 14 Dec 2016 02:31:30",add
2016-12-13,Dorian,Finney-Smith,"SF,PF",Icin On The Beefcake,364.l.8091.t.11,"Tue, 13 Dec 2016 20:02:19",add
2016-12-13,Michael,Kidd-Gilchrist,SF,Icin On The Beefcake,364.l.8091.t.11,"Tue, 13 Dec 2016 20:02:19",drop
2016-12-12,Terrence,Ross,"SG,SF",Icin On The Beefcake,364.l.8091.t.11,"Mon, 12 Dec 2016 21:32:49",add
2016-12-12,Monta,Ellis,"PG,SG",Icin On The Beefcake,364.l.8091.t.11,"Mon, 12 Dec 2016 21:32:49",drop
2016-12-12,Malcolm,Brogdon,"PG,SG",#Hwaiting,364.l.8091.t.2,"Mon, 12 Dec 2016 03:53:00",add
2016-12-12,Ish,Smith,PG,#Hwaiting,364.l.8091.t.2,"Mon, 12 Dec 2016 03:53:00",drop
2016-12-12,Kenneth,Faried,"PF,C",Jimmy & Jimmy Co.,364.l.8091.t.6,"Mon, 12 Dec 2016 03:22:26",add
2016-12-12,Jared,Dudley,"SG,SF,PF",Jimmy & Jimmy Co.,364.l.8091.t.6,"Mon, 12 Dec 2016 03:22:26",drop
2016-12-11,Nik,Stauskas,"SG,SF",Stream Team,364.l.8091.t.9,"Sun, 11 Dec 2016 04:39:20",drop
2016-12-11,Josh,Richardson,"SG,SF",Stream Team,364.l.8091.t.9,"Sun, 11 Dec 2016 03:06:19",add
2016-12-11,Langston,Galloway,"PG,SG",Stream Team,364.l.8091.t.9,"Sun, 11 Dec 2016 03:06:19",drop
2016-12-10,Nik,Stauskas,"SG,SF",Stream Team,364.l.8091.t.9,"Sat, 10 Dec 2016 21:58:52",add
2016-12-10,Jameer,Nelson,PG,Stream Team,364.l.8091.t.9,"Sat, 10 Dec 2016 21:58:52",drop
2016-12-10,Jared,Dudley,"SG,SF,PF",Jimmy & Jimmy Co.,364.l.8091.t.6,"Sat, 10 Dec 2016 21:29:16",add
2016-12-10,Andrew,Harrison,"PG,SG",Jimmy & Jimmy Co.,364.l.8091.t.6,"Sat, 10 Dec 2016 21:29:16",drop
2016-12-10,Matthew,Dellavedova,"PG,SG",D-League All-Stars,364.l.8091.t.5,"Sat, 10 Dec 2016 19:35:37",drop
2016-12-10,Langston,Galloway,"PG,SG",Stream Team,364.l.8091.t.9,"Sat, 10 Dec 2016 01:14:22",add
2016-12-10,Lucas,Nogueira,"PF,C",Stream Team,364.l.8091.t.9,"Sat, 10 Dec 2016 01:14:22",drop
2016-12-09,Allen,Crabbe,"PG,SG",Icin On The Beefcake,364.l.8091.t.11,"Fri, 09 Dec 2016 15:48:45",add
2016-12-09,Kenneth,Faried,"PF,C",Icin On The Beefcake,364.l.8091.t.11,"Fri, 09 Dec 2016 15:48:45",drop
2016-12-08,Channing,Frye,"PF,C",Trinh,364.l.8091.t.10,"Thu, 08 Dec 2016 21:52:56",add
2016-12-08,E'Twaun,Moore,"PG,SG",Trinh,364.l.8091.t.10,"Thu, 08 Dec 2016 21:52:56",drop
2016-12-08,Jameer,Nelson,PG,Stream Team,364.l.8091.t.9,"Thu, 08 Dec 2016 20:54:41",add
2016-12-08,Troy,Daniels,"PG,SG",Stream Team,364.l.8091.t.9,"Thu, 08 Dec 2016 20:54:41",drop
2016-12-08,Kyle,O'Quinn,"PF,C",One for the Mainland,364.l.8091.t.7,"Thu, 08 Dec 2016 10:27:52",add
2016-12-08,Marcus,Smart,PG,Stream Team,364.l.8091.t.9,"Thu, 08 Dec 2016 03:30:30",add
2016-12-08,Troy,Williams,"SG,SF,PF",Stream Team,364.l.8091.t.9,"Thu, 08 Dec 2016 03:30:30",drop
2016-12-08,Cody,Zeller,"PF,C",Harry B's Hairy Bees,364.l.8091.t.13,"Thu, 08 Dec 2016 00:31:00",drop
2016-12-07,Marvin,Williams,"SF,PF",Cool Cats,364.l.8091.t.4,"Wed, 07 Dec 2016 20:42:57",add
2016-12-07,Emmanuel,Mudiay,PG,Cool Cats,364.l.8091.t.4,"Wed, 07 Dec 2016 20:42:57",drop
2016-12-07,Troy,Williams,"SG,SF,PF",Stream Team,364.l.8091.t.9,"Wed, 07 Dec 2016 14:59:00",add
2016-12-07,Brandon,Jennings,PG,Stream Team,364.l.8091.t.9,"Wed, 07 Dec 2016 14:59:00",drop
2016-12-07,Patrick,Patterson,"PF,C",Icin On The Beefcake,364.l.8091.t.11,"Wed, 07 Dec 2016 12:45:50",add
2016-12-07,Matt,Barnes,"SG,SF",Icin On The Beefcake,364.l.8091.t.11,"Wed, 07 Dec 2016 12:45:50",drop
2016-12-07,Jeff,Green,"SG,SF",One for the Mainland,364.l.8091.t.7,"Wed, 07 Dec 2016 01:36:08",add
2016-12-07,Nik,Stauskas,"SG,SF",One for the Mainland,364.l.8091.t.7,"Wed, 07 Dec 2016 01:36:08",drop
2016-12-06,Lucas,Nogueira,"PF,C",Stream Team,364.l.8091.t.9,"Tue, 06 Dec 2016 18:58:53",add
2016-12-06,Josh,Richardson,"SG,SF",Stream Team,364.l.8091.t.9,"Tue, 06 Dec 2016 18:58:53",drop
2016-12-06,Sean,Kilpatrick,"PG,SG",Valar Moredunkis,364.l.8091.t.12,"Tue, 06 Dec 2016 03:22:30",add
2016-12-06,Rondae,Hollis-Jefferson,"SG,SF",Valar Moredunkis,364.l.8091.t.12,"Tue, 06 Dec 2016 03:22:30",drop
2016-12-05,Dwight,Powell,"PF,C",Valar Moredunkis,364.l.8091.t.12,"Mon, 05 Dec 2016 23:38:31",add
2016-12-05,Marcus,Smart,PG,Valar Moredunkis,364.l.8091.t.12,"Mon, 05 Dec 2016 23:38:31",drop
2016-12-05,Matthew,Dellavedova,"PG,SG",D-League All-Stars,364.l.8091.t.5,"Mon, 05 Dec 2016 18:39:30",add
2016-12-05,Dario,Saric,"SF,PF",Harry B's Hairy Bees,364.l.8091.t.13,"Mon, 05 Dec 2016 09:51:29",add
2016-12-04,Troy,Daniels,"PG,SG",Stream Team,364.l.8091.t.9,"Sun, 04 Dec 2016 23:29:59",add
2016-12-04,Glenn,Robinson III,"SG,SF",Stream Team,364.l.8091.t.9,"Sun, 04 Dec 2016 23:29:59",drop
2016-12-04,Brandon,Jennings,PG,Stream Team,364.l.8091.t.9,"Sun, 04 Dec 2016 02:09:09",add
2016-12-04,Sean,Kilpatrick,"PG,SG",Stream Team,364.l.8091.t.9,"Sun, 04 Dec 2016 02:09:09",drop
2016-12-04,Glenn,Robinson III,"SG,SF",Stream Team,364.l.8091.t.9,"Sun, 04 Dec 2016 00:51:51",add
2016-12-04,Lucas,Nogueira,"PF,C",Stream Team,364.l.8091.t.9,"Sun, 04 Dec 2016 00:51:51",drop
2016-12-03,John,Henson,"PF,C",Adam Silver,364.l.8091.t.1,"Sat, 03 Dec 2016 23:27:28",add
2016-12-03,D.J.,Augustin,PG,Adam Silver,364.l.8091.t.1,"Sat, 03 Dec 2016 23:27:28",drop
2016-12-03,Ish,Smith,PG,#Hwaiting,364.l.8091.t.2,"Sat, 03 Dec 2016 04:30:48",add
2016-12-03,Seth,Curry,"PG,SG",#Hwaiting,364.l.8091.t.2,"Sat, 03 Dec 2016 04:30:48",drop
2016-12-03,Deron,Williams,PG,Browshakalaka,364.l.8091.t.14,"Sat, 03 Dec 2016 03:23:37",add
2016-12-03,J.R.,Smith,"SG,SF",Browshakalaka,364.l.8091.t.14,"Sat, 03 Dec 2016 03:23:37",drop
2016-12-03,Lucas,Nogueira,"PF,C",Stream Team,364.l.8091.t.9,"Sat, 03 Dec 2016 01:11:09",add
2016-12-03,Jameer,Nelson,PG,Stream Team,364.l.8091.t.9,"Sat, 03 Dec 2016 01:11:09",drop
2016-12-03,Will,Barton,"SG,SF",Browshakalaka,364.l.8091.t.14,"Sat, 03 Dec 2016 00:15:51",add
2016-12-03,Jamal,Murray,SG,Browshakalaka,364.l.8091.t.14,"Sat, 03 Dec 2016 00:15:51",drop
2016-12-01,Wayne,Ellington,"SG,SF",So Kawhi 。◕ ‿ ◕。,364.l.8091.t.8,"Thu, 01 Dec 2016 23:18:01",add
2016-12-01,D.J.,Augustin,PG,Adam Silver,364.l.8091.t.1,"Thu, 01 Dec 2016 01:14:47",add
2016-11-30,Sergio,Rodriguez,PG,D-League All-Stars,364.l.8091.t.5,"Wed, 30 Nov 2016 03:54:27",add
2016-11-30,Deron,Williams,PG,D-League All-Stars,364.l.8091.t.5,"Wed, 30 Nov 2016 03:54:27",drop
2016-11-29,Jameer,Nelson,PG,Stream Team,364.l.8091.t.9,"Tue, 29 Nov 2016 23:21:01",add
2016-11-29,Jerryd,Bayless,"PG,SG",Stream Team,364.l.8091.t.9,"Tue, 29 Nov 2016 23:21:01",drop
